"Syndroms related to vision impairment",,,,,,,,
Name,,Website,,Problems,,,,Genes
"Myhre syndrome",,https://ghr.nlm.nih.gov/condition/myhre-syndrome,,"Vision problems are common in this disorder and can include eyes that do not point in the same direction (strabismus), nearsightedness (myopia), farsightedness (hyperopia), an irregular curvature of the front of the eye (astigmatism), clouding of the lenses (cataracts), or an abnormality of the back of the eye called pseudopapilledema.",,,,"Studies suggest that the SMAD4 gene mutations that cause Myhre syndrome result in an abnormally stable SMAD4 protein that remains active in the cell longer than it is needed. Increased SMAD4 availability allows the protein more time to interact with other proteins and may result in abnormal TGF-β signaling in many cell types, which affects development of several body systems and leads to the signs and symptoms of Myhre syndrome."
"Myofibrillar myopathy",,https://ghr.nlm.nih.gov/condition/myofibrillar-myopathy,,"Rarely, people with this condition develop clouding of the lens of the eyes (cataracts).",,,,"At least six genes (BAG3, CRYAB, DES, FLNC, LDB3, MYOT) have been associated with myofibrillar myopathy. Mutations in these six genes account for approximately half of all cases of this condition. Mutations in the DES, MYOT, and LDB3 genes are responsible for the majority of cases of myofibrillar myopathy when the genetic cause is known."
"Myotonic dystrophy",,https://ghr.nlm.nih.gov/condition/myotonic-dystrophy,,"Other signs and symptoms of myotonic dystrophy include clouding of the lens of the eye (cataracts) ",,,,"Myotonic dystrophy type 1 is caused by mutations in the DMPK gene, while type 2 results from mutations in the CNBP gene. The specific functions of these genes are unclear."
"Nail-patella syndrome",,https://ghr.nlm.nih.gov/condition/nail-patella-syndrome,,"Individuals with this condition are at risk of developing increased pressure within the eyes (glaucoma) at an early age. ",,,,"Mutations in the LMX1B gene cause nail-patella syndrome. "
"Neonatal onset multisystem inflammatory disease",,https://ghr.nlm.nih.gov/condition/neonatal-onset-multisystem-inflammatory-disease,,"vision problems may result from nerve damage and inflammation in various tissues of the eyes.",,,,"Mutations in the NLRP3 gene (also known as CIAS1) cause NOMID. The NLRP3 gene provides instructions for making a protein called cryopyrin. In about 50 percent of individuals diagnosed with NOMID, no mutations in the NLRP3 gene have been identified. The cause of NOMID in these individuals is unknown."
Nephronophthisis,,https://ghr.nlm.nih.gov/condition/nephronophthisis,,"Breakdown of the light-sensitive tissue at the back of the eye (retinal degeneration)",,,,"The genetic mutations (ANKS6, CEP83, CEP164, GLIS2, INVS, NEK8, NPHP1, NPHP3, NPHP4, TMEM67, TTC21B, WDR19, ZNF423) involved in nephronophthisis are thought to impair the structure or function of cilia in some way, which likely disrupts important chemical signaling pathways during development. Although researchers believe that defective cilia lead to the features of nephronophthisis, the mechanism remains unclear. It is unknown why some people with mutations in nephronophthisis-associated genes have only kidney problems, while others develop additional signs and symptoms. "
"Neurofibromatosis type 1",,https://ghr.nlm.nih.gov/condition/neurofibromatosis-type-1,,"Some affected individuals also develop tumors that grow along the nerve leading from the eye to the brain (the optic nerve). These tumors, which are called optic gliomas, may lead to reduced vision or total vision loss. In some cases, optic gliomas have no effect on vision.",,,,"Mutations in the NF1 gene."
"Neurofibromatosis type 2",,https://ghr.nlm.nih.gov/condition/neurofibromatosis-type-2,,"Complications of tumor growth can include changes in vision. Some people with neurofibromatosis type 2 also develop clouding of the lens (cataracts) in one or both eyes, often beginning in childhood",,,,"Mutations in the NF2 gene.  Mutations in the NF2 gene lead to the production of a nonfunctional version of the merlin protein that cannot regulate the growth and division of cells. Research suggests that the loss of merlin allows cells, especially Schwann cells, to multiply too frequently and form the tumors characteristic of neurofibromatosis type 2."
"Neuromyelitis optica",,https://ghr.nlm.nih.gov/condition/neuromyelitis-optica,,"Neuromyelitis optica is characterized by optic neuritis, which is inflammation of the nerve that carries information from the eye to the brain (optic nerve). Optic neuritis causes eye pain and vision loss, which can occur in one or both eyes.There are two forms of neuromyelitis optica, the relapsing form and the monophasic form.The monophasic form, which is less common, causes a single episode of neuromyelitis optica that can last several months. People with this form of the condition can also have lasting muscle weakness or paralysis and vision loss. This form affects men and women equally. The onset of either form of neuromyelitis optica can occur anytime from childhood to adulthood, although the condition most frequently begins in a person's forties.",,,,"No genes associated with neuromyelitis optica have been identified."
"Neuropathy, ataxia, and retinitis pigmentosa",,https://ghr.nlm.nih.gov/condition/neuropathy-ataxia-and-retinitis-pigmentosa,,"Many affected individuals also have vision loss caused by changes in the light-sensitive tissue that lines the back of the eye (the retina). In some cases, the vision loss results from a condition called retinitis pigmentosa. This eye disease causes the light-sensing cells of the retina gradually to deteriorate.",,,,"NARP results from mutations in the MT-ATP6 gene. This gene is contained in mitochondrial DNA, The MT-ATP6 protein forms one part (subunit) of an enzyme called ATP synthase, which is responsible for the last step in ATP production. Mutations in the MT-ATP6 gene alter the structure or function of ATP synthase, reducing the ability of mitochondria to make ATP. It remains unclear how this disruption in mitochondrial energy production leads to muscle weakness, vision loss, and the other specific features of NARP."
"NGLY1-congenital disorder of deglycosylation",,https://ghr.nlm.nih.gov/condition/ngly1-congenital-disorder-of-deglycosylation,,"Some affected individuals have eye abnormalities, including degeneration of the nerves that carry information from the eyes to the brain (optic atrophy) and changes in the light-sensing tissue at the back of the eye (the retina). A reduction or absence of tears (hypolacrima or alacrima) is a common feature of NGLY1-CDDG.",,,,"NGLY1-CDDG is caused by mutations in the NGLY1 gene. The enzyme produced from this gene, called N-glycanase 1, helps cells get rid of abnormal proteins"
"Noonan syndrome",,https://ghr.nlm.nih.gov/condition/noonan-syndrome,,"Some affected individuals have vision problem. ",,,,"Mutations in the PTPN11 gene cause about half of all cases. SOS1 gene mutations cause an additional 10 to 15 percent, and RAF1 and RIT1 genes each account for about 5 percent of cases. Mutations in other genes, eg MAP2K ,each account for a small number of cases. The cause of Noonan syndrome in 15 to 20 percent of people with this disorder is unknown."
