Name1,GHR-webpage1,frequency1,Description1,,Related-gene-list1,,,Synonym-list1,Db-key-list1,key1,reviewed1,published,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Brain-lung-thyroid syndrome",https://ghr.nlm.nih.gov/condition/brain-lung-thyroid-syndrome,"Brain-lung-thyroid syndrome is a rare disorder; its prevalence is unknown.",html:p,"autosomal dominant",,NKX2-1,https://ghr.nlm.nih.gov/gene/NKX2-1,"BLT syndrome",db,key,2017-01,2017-12-29,,,,
,,,,,,,,"brain-thyroid-lung syndrome",GTR,C0393584,,,,,,
,,,,,,,,CAHTP,db,key,,,,,,
,,,,,,,,"choreoathetosis, hypothyroidism, and neonatal respiratory distress",GTR,C1970269,,,,,,
,,,,,,,,"chreoathetosis and congenital hypothyroidism with or without pulmonary",db,key,,,,,,
,,,,,,,,dysfunction,GeneReviews,nkx2-1-dis,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D002819,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,MeSH,D003409,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D012127,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,610978,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,209905,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",719098007,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Branchio-oculo-facial syndrome",https://ghr.nlm.nih.gov/condition/branchio-oculo-facial-syndrome,"Branchio-oculo-facial syndrome is a rare condition, although the prevalence",html:p,"autosomal dominant",,TFAP2A,https://ghr.nlm.nih.gov/gene/TFAP2A,BOFS,db,key,2012-09,2017-12-29,,,,
,,"is unknown.",,,,,,"branchial clefts with characteristic facies, growth retardation, imperforate",GTR,C0376524,,,,,,
,,,,,,,,"nasolacrimal duct, and premature aging",db,key,,,,,,
,,,,,,,,"hemangiomatous branchial clefts-lip pseudocleft syndrome",GeneReviews,bofs,,,,,,
,,,html:p,,,,,"lip pseudocleft-hemagiomatous branchial cyst syndrome",db,key,,,,,,
,,,,,,,,,MeSH,D019465,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,113620,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,1297,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",449821007,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Branchiootorenal/branchiootic syndrome",https://ghr.nlm.nih.gov/condition/branchiootorenal-branchiootic-syndrome,"Researchers estimate that BOR/BO syndrome affects about 1 in 40,000 people.",html:p,"autosomal dominant",,EYA1,https://ghr.nlm.nih.gov/gene/EYA1,"BO syndrome",db,key,2016-03,2017-12-29,,,,
,,,,,related-gene,gene-symbol,ghr-page,BOR,GTR,C0265234,,,,,,
,,,,,,SIX1,https://ghr.nlm.nih.gov/gene/SIX1,"BOR syndrome",db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,BOS,GTR,C1842124,,,,,,
,,,,,,SIX5,https://ghr.nlm.nih.gov/gene/SIX5,"branchio-oto-renal syndrome",db,key,,,,,,
,,,,,,,,"branchio-otorenal dysplasia",GTR,C1852718,,,,,,
,,,,,,,,"branchio-otorenal syndrome",db,key,,,,,,
,,,html:p,,,,,"branchiootic syndrome",GTR,C1865143,,,,,,
,,,,,,,,"branchiootorenal dysplasia",db,key,,,,,,
,,,,,,,,"branchiootorenal spectrum disorders",GTR,C1970479,,,,,,
,,,,,,,,"branchiootorenal syndrome",db,key,,,,,,
,,,,,,,,"Melnick-Fraser syndrome",GeneReviews,bor,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D019280,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,113650,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,120502,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,602588,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,608389,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,610896,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,107,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,52429,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",290006,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Breast cancer",https://ghr.nlm.nih.gov/condition/breast-cancer,"Breast cancer is the second most commonly diagnosed cancer in women. (Only",html:p,"autosomal dominant",,ATM,https://ghr.nlm.nih.gov/gene/ATM,"breast cancer, familial",db,key,2015-05,2017-12-29,,,,
,,"skin cancer is more common.) About one in eight women in the United States will",,memo,related-gene,gene-symbol,ghr-page,"breast carcinoma",GTR,C0346153,,,,,,
,,"develop invasive breast cancer in her lifetime. Researchers estimate that more",,"not inherited",,BARD1,https://ghr.nlm.nih.gov/gene/BARD1,"cancer of breast",db,key,,,,,,
,,"than 230,000 new cases of invasive breast cancer will be diagnosed in U.S. women",,memo,related-gene,gene-symbol,ghr-page,"malignant neoplasm of breast",GTR,C1861906,,,,,,
,,"in 2015.Male breast cancer represents less than 1 percent of all breast cancer",,"pattern unknown",,BRCA1,https://ghr.nlm.nih.gov/gene/BRCA1,"malignant tumor of breast",db,key,,,,,,
,,"diagnoses. Scientists estimate that about 2,300 new cases of breast cancer will",,,related-gene,gene-symbol,ghr-page,"mammary cancer",GTR,CN068448,,,,,,
,,"be diagnosed in men in 2015.Particular gene mutations associated with breast",,,,BRCA2,https://ghr.nlm.nih.gov/gene/BRCA2,,db,key,,,,,,
,,"cancer are more common among certain geographic or ethnic groups, such as people",html:p,,related-gene,gene-symbol,ghr-page,,GeneReviews,brca1,,,,,,
,,"of Ashkenazi (central or eastern European) Jewish heritage and people of",,,,BRIP1,https://ghr.nlm.nih.gov/gene/BRIP1,,db,key,,,,,,
,,"Norwegian, Icelandic, or Dutch ancestry.",,,related-gene,gene-symbol,ghr-page,,GeneReviews,hgc,,,,,,
,,,,,,CASP8,https://ghr.nlm.nih.gov/gene/CASP8,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GeneReviews,li-fraumeni,,,,,,
,,,,,,CDH1,https://ghr.nlm.nih.gov/gene/CDH1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GeneReviews,phts,,,,,,
,,,html:p,,,CHEK2,https://ghr.nlm.nih.gov/gene/CHEK2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GeneReviews,pjs,,,,,,
,,,,,,CTLA4,https://ghr.nlm.nih.gov/gene/CTLA4,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.01,,,,,,
,,,html:p,,,CYP19A1,https://ghr.nlm.nih.gov/gene/CYP19A1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.02,,,,,,
,,,,,,FGFR2,https://ghr.nlm.nih.gov/gene/FGFR2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.011,,,,,,
,,,,,,H19,https://ghr.nlm.nih.gov/gene/H19,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.11,,,,,,
,,,,,,LSP1,https://ghr.nlm.nih.gov/gene/LSP1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.012,,,,,,
,,,,,,MAP3K1,https://ghr.nlm.nih.gov/gene/MAP3K1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.019,,,,,,
,,,,,,MRE11,https://ghr.nlm.nih.gov/gene/MRE11,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.021,,,,,,
,,,,,,NBN,https://ghr.nlm.nih.gov/gene/NBN,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.21,,,,,,
,,,,,,PALB2,https://ghr.nlm.nih.gov/gene/PALB2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.022,,,,,,
,,,,,,PTEN,https://ghr.nlm.nih.gov/gene/PTEN,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.22,,,,,,
,,,,,,RAD51,https://ghr.nlm.nih.gov/gene/RAD51,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.029,,,,,,
,,,,,,RAD51C,https://ghr.nlm.nih.gov/gene/RAD51C,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.31,,,,,,
,,,,,,STK11,https://ghr.nlm.nih.gov/gene/STK11,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.32,,,,,,
,,,,,,TERT,https://ghr.nlm.nih.gov/gene/TERT,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.41,,,,,,
,,,,,,TOX3,https://ghr.nlm.nih.gov/gene/TOX3,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.42,,,,,,
,,,,,,TP53,https://ghr.nlm.nih.gov/gene/TP53,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.51,,,,,,
,,,,,,XRCC2,https://ghr.nlm.nih.gov/gene/XRCC2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,C50.52,,,,,,
,,,,,,XRCC3,https://ghr.nlm.nih.gov/gene/XRCC3,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.61,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.62,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.81,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.82,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.91,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.92,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.111,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.112,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.119,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.211,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.212,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.219,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.221,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.222,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.229,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.311,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.312,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.319,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.321,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.322,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.329,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.411,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.412,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.419,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.421,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.422,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.429,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.511,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.512,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.519,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.521,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.522,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.529,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.611,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.612,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.619,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.621,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.622,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.629,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.811,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.812,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.819,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.821,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.822,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.829,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.911,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.912,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.919,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.921,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.922,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,C50.929,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,D05.0,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,D05.00,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,D05.01,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,D05.1,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,D05.02,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,D05.9,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,D05.10,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,D05.11,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,D05.12,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,D05.90,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,D05.91,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,D05.92,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,Z15.01,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,Z80.3,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D001943,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,114480,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,604370,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,612555,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,227535,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",126926005,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",254837009,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",254838004,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,related-gene-list,,,,"SNOMED CT",254843006,,,,,,
"Brody myopathy",https://ghr.nlm.nih.gov/condition/brody-myopathy,"Brody myopathy is a rare condition, although its exact prevalence is",html:p,"autosomal dominant",,ATP2A1,https://ghr.nlm.nih.gov/gene/ATP2A1,"Brody disease",db,key,2012-01,2017-12-29,,,,
,,unknown.,,memo,,,,,GTR,C1832918,,,,,,
,,,,"autosomal recessive",,,,,db,key,,,,,,
,,,,,,,,,MeSH,D009135,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,601003,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,"SNOMED CT",703530005,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Brooke-Spiegler syndrome",https://ghr.nlm.nih.gov/condition/brooke-spiegler-syndrome,"Brooke-Spiegler syndrome is a rare disorder; its prevalence is unknown.",html:p,"autosomal dominant",,CYLD,https://ghr.nlm.nih.gov/gene/CYLD,BRSS,db,key,2012-06,2017-12-29,,,,
,,,,,,,,BSS,GTR,C1857941,,,,,,
,,,,,,,,"Spiegler-Brooke syndrome",db,key,,,,,,
,,,,,,,,,MeSH,D012878,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,605041,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",703531009,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Brugada syndrome",https://ghr.nlm.nih.gov/condition/brugada-syndrome,"The exact prevalence of Brugada syndrome is unknown, although it is",html:p,"autosomal dominant",,CACNA1C,https://ghr.nlm.nih.gov/gene/CACNA1C,bangungut,db,key,2015-03,2017-12-29,,,,
,,"estimated to affect 5 in 10,000 people worldwide. This condition occurs much",,,related-gene,gene-symbol,ghr-page,"idiopathic ventricular fibrillation, Brugada type",GTR,C1142166,,,,,,
,,"more frequently in people of Asian ancestry, particularly in Japanese and",,,,CACNA2D1,https://ghr.nlm.nih.gov/gene/CACNA2D1,"Pokkuri death syndrome",db,key,,,,,,
,,"Southeast Asian populations.Although Brugada syndrome affects both men and",,,related-gene,gene-symbol,ghr-page,"sudden unexpected nocturnal death syndrome",GTR,CN029323,,,,,,
,,"women, the condition appears to be 8 to 10 times more common in men.",,,,CACNB2,https://ghr.nlm.nih.gov/gene/CACNB2,"sudden unexplained death syndrome",db,key,,,,,,
,,"Researchers suspect that testosterone, a sex hormone present at much higher",,,related-gene,gene-symbol,ghr-page,SUDS,GeneReviews,brugada,,,,,,
,,"levels in men, may account for this difference.",html:p,,,GPD1L,https://ghr.nlm.nih.gov/gene/GPD1L,SUNDS,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,MeSH,D053840,,,,,,
,,,,,,HCN4,https://ghr.nlm.nih.gov/gene/HCN4,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,601144,,,,,,
,,,,,,KCND3,https://ghr.nlm.nih.gov/gene/KCND3,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,Orphanet,130,,,,,,
,,,,,,KCNE3,https://ghr.nlm.nih.gov/gene/KCNE3,,db,key,,,,,,
,,,html:p,,related-gene,gene-symbol,ghr-page,,"SNOMED CT",418818005,,,,,,
,,,,,,KCNE5,https://ghr.nlm.nih.gov/gene/KCNE5,,,,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,,,,,,,,
,,,,,,KCNJ8,https://ghr.nlm.nih.gov/gene/KCNJ8,,,,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,,,,,,,,
,,,,,,RANGRF,https://ghr.nlm.nih.gov/gene/RANGRF,,,,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,,,,,,,,
,,,,,,SCN1B,https://ghr.nlm.nih.gov/gene/SCN1B,,,,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,,,,,,,,
,,,,,,SCN2B,https://ghr.nlm.nih.gov/gene/SCN2B,,,,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,,,,,,,,
,,,,,,SCN3B,https://ghr.nlm.nih.gov/gene/SCN3B,,,,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,,,,,,,,
,,,,,,SCN5A,https://ghr.nlm.nih.gov/gene/SCN5A,,,,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,,,,,,,,
,,,,,,SLMAP,https://ghr.nlm.nih.gov/gene/SLMAP,,,,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,,,,,,,,
,,,,,,TRPM4,https://ghr.nlm.nih.gov/gene/TRPM4,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Burn-McKeown syndrome",https://ghr.nlm.nih.gov/condition/burn-mckeown-syndrome,"Burn-McKeown syndrome is a rare disorder; its prevalence is unknown. Only a",html:p,"autosomal recessive",,TXNL4A,https://ghr.nlm.nih.gov/gene/TXNL4A,"bilateral choanal atresia, cardiac defects, deafness, and dysmorphic appearance",db,key,2016-08,2017-12-29,,,,
,,"small number of affected individuals have been described in the medical",,,,,,BMKS,GTR,C1837822,,,,,,
,,literature.,,,,,,"choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome",db,key,,,,,,
,,,html:p,,,,,"oculo-oto-facial dysplasia",GeneReviews,burn-mckeown,,,,,,
,,,,,,,,"oculootofacial dysplasia",db,key,,,,,,
,,,,,,,,OOFD,MeSH,D002754,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D003638,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D006330,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,MeSH,D019066,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,608572,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,1200,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",720640005,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Buschke-Ollendorff syndrome",https://ghr.nlm.nih.gov/condition/buschke-ollendorff-syndrome,"Buschke-Ollendorff syndrome has an estimated incidence of 1 in 20,000",html:p,"autosomal dominant",,LEMD3,https://ghr.nlm.nih.gov/gene/LEMD3,"dermatofibrosis disseminata lenticularis",db,key,2013-10,2017-12-29,,,,
,,"people worldwide.",,,,,,"dermatofibrosis lenticularis disseminata",GTR,C0265514,,,,,,
,,,,,,,,"dermatofibrosis lenticularis disseminata with osteopoikilosis",db,key,,,,,,
,,,,,,,,"dermatofibrosis, disseminated, with osteopoikilosis",MeSH,D010023,,,,,,
,,,html:p,,,,,dermatoosteopoikilosis,db,key,,,,,,
,,,,,,,,"osteopathia condensans disseminata",OMIM,166700,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,1306,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",60399005,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",9147009,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"C3 glomerulopathy",https://ghr.nlm.nih.gov/condition/c3-glomerulopathy,"C3 glomerulopathy is very rare, affecting 1 to 2 per million people",html:p,"autosomal recessive",,ADAM19,https://ghr.nlm.nih.gov/gene/ADAM19,"C3 glomerulonephritis",db,key,2015-12,2017-12-29,,,,
,,"worldwide. It is equally common in men and women.",,,related-gene,gene-symbol,ghr-page,C3G,GTR,C0268743,,,,,,
,,,,,,C3,https://ghr.nlm.nih.gov/gene/C3,DDD,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,DDD/MPGNII,GTR,C0398777,,,,,,
,,,,,,C3AR1,https://ghr.nlm.nih.gov/gene/C3AR1,"dense deposit disease",db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,"membranoproliferative glomerulonephritis type II",GTR,C3553720,,,,,,
,,,html:p,,,C8A,https://ghr.nlm.nih.gov/gene/C8A,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,CN120381,,,,,,
,,,,,,CD46,https://ghr.nlm.nih.gov/gene/CD46,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,CN187045,,,,,,
,,,,,,CFB,https://ghr.nlm.nih.gov/gene/CFB,,db,key,,,,,,
